bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,_id.oid,createDate.date,dateScanned.date,finishedDate.date,modifyDate.date,pointsAwardedDate.date,purchaseDate.date,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,needsFetchReviewReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,rewardsReceiptItemList_pointsEarned,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,KLEENEX TRUSTED CARE FACIAL TISSUES,4.42,4.42,,1267,,2.0,,,,,,,,,,,,,,,4.42,KLEENEX TRUSTED CARE FACIAL TISSUES,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,"BORDEN 2% MILK, 1/2 GAL",3.76,3.76,,1270,,1.0,,,,,,,,,,,,,,,3.76,"BORDEN 2% MILK, 1/2 GAL",,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.86,13.86,,1273,,2.0,,,,,,,,,,,,,,,13.86,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,"DORITOS NACHO CHEESE, 28.5 OZ",4.62,4.62,,1276,,1.0,,,,,,,,,,,,,,,4.62,"DORITOS NACHO CHEESE, 28.5 OZ",,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,KLARBRUNN 12PK 12 FL OZ,13.15,13.15,,1281,,5.0,,,,,,,,,,,,,,,13.15,KLARBRUNN 12PK 12 FL OZ,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,1.88,1.88,,1284,,2.0,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,,,,PEPSI,,1.88,"PEPSI COLA, 12 OZ. CAN",,,,,,,,,,PEPSI 12 OZ 12 PACK
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,815473013279,Borden 2% Reduced Fat Milk,3.78,3.78,,1287,,1.0,,,,,,,,,,,,,BORDEN,,3.78,"BORDEN 2% MILK, 1/2 GAL",,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,2.92,2.92,,1290,,1.0,,,,,,,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",550b2565e4b001d5e9e4146f,,,,KLEENEX,,2.92,KLEENEX TRUSTED CARE FACIAL TISSUES,,,29.2,,,,,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK"
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,KLARBRUNN 12PK 12 FL OZ,16.50,16.50,,1293,,5.0,,,,,,,,,,,,,,,16.50,KLARBRUNN 12PK 12 FL OZ,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,"PEPSI COLA, 12 OZ. CAN",1.92,1.92,,1299,,2.0,,,,,,,,,,,,,,,1.92,"PEPSI COLA, 12 OZ. CAN",,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,"BORDEN 2% MILK, 1/2 GAL",9.06,9.06,,1302,,2.0,,,,,,,,,,,,,,,9.06,"BORDEN 2% MILK, 1/2 GAL",,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.88,13.88,,1305,,2.0,,,,,,,,,,,,,,,13.88,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,KNORR CREAMY CHICKEN,8.25,8.25,,1308,,5.0,,,,,,,,,,,,,,,8.25,KNORR CREAMY CHICKEN,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,"BORDEN 2% MILK, 1/2 GAL",3.73,3.73,,1311,,1.0,,,,,,,,,,,,,,,3.73,"BORDEN 2% MILK, 1/2 GAL",,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,KLARBRUNN 12PK 12 FL OZ,13.68,13.68,,1314,,6.0,,,,,,,,,,,,,,,13.68,KLARBRUNN 12PK 12 FL OZ,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,17.36,17.36,,1320,,4.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,17.36,BEN & JERRY' S CHUNKY MONKEY PINT,,,173.6,,,,,,,BEN AND JERRYS ICE CREAM
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,9.22,9.22,,1323,,2.0,,,,,,,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,,,,BEN AND JERRYS,,9.22,BEN & JERRY' S CHUNKY MONKEY PINT,,,92.2,,,,,,,BEN AND JERRYS ICE CREAM
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,815473013279,Borden 2% Reduced Fat Milk,7.02,7.02,,1326,,2.0,,,,,,,,,,,,,BORDEN,,7.02,"BORDEN 2% MILK, 1/2 GAL",,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,EMIL' S SAUSAGE MUSHROOM PIZZ.A,13.30,13.30,,1329,,2.0,,,,,,,,,,,,,,,13.30,EMIL' S SAUSAGE MUSHROOM PIZZ.A,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,4.15,4.15,,1332,,1.0,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,,,,DORITOS,,4.15,"DORITOS NACHO CHEESE, 28.5 OZ",,,,,,,,,,DORITOS NACHO CHEESE MULTI SERVE
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2416.7,211.0,FINISHED,803.48,60037329e257124ec6b99eeb,600373700a720f05f3000091,1610838896000,1610838896000,1610839790000.0,1610839900000,1610839790000.0,1610755200000.0,,EMIL' S SAUSAGE MUSHROOM PIZZA,13.66,13.66,,1335,,2.0,,,,,,,,,,,,,,,13.66,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,HYV GRADE A X LRG EG,1.29,1.29,,1022,,1.0,,,,,,,,,,,,,HY-VEE,,1.29,HYV GRADE A X LRG EG,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,HYV LF BLUEBERRY YOG,0.54,0.54,,1023,,1.0,,,,,,,,,,,,,HY-VEE,,0.54,HYV LF BLUEBERRY YOG,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,036632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.54,0.54,,1024,,1.0,,,,,,,,YOPLAIT GREEK YOGURT,5332f5f3e4b03c9a25efd0ae,,,,LIGHT & FIT GREEK,,0.54,HYV LF KEY LIME PIE,,,,,True,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,HYV LF PEACH YOGURT,0.54,0.54,,1025,,1.0,,,,,,,,,,,,,HY-VEE,,0.54,HYV LF PEACH YOGURT,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,HYV LF VANILLA YOGUR,0.54,0.54,,1026,,1.0,,,,,,,,,,,,,HY-VEE,,0.54,HYV LF VANILLA YOGUR,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,1% Milk,3.99,3.99,,1027,,1.0,,,,,,,,,,,,,,,3.99,SASSY COW 1% MILK,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,075706191031,CNS CLSC THN SPR BLCK OLV GRN PPR ONN WHL MLK MZRL PRMS RMN 25.49 OZ,5.99,5.99,,1030,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,CONNIE'S PIZZA,,5.99,CONNIES SUPREME PIZZ,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,HV MIXED VEGETABLES,2.29,2.29,,1031,,1.0,,,,,,,,,,,,,,,2.29,HV MIXED VEGETABLES,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,019600920106,Van de Kamp's - Crispy Fish Fillets 19.45-oz,6.99,6.99,,1032,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,VAN DE KAMP'S,SMART ONES,6.99,VAN DE KAMP JUMBO FI,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,GRIMES NSA RED KIDNE,1.09,1.09,,1035,,1.0,,,,,,,,,,,,,,,1.09,GRIMES NSA RED KIDNE,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,028189000079,HTCH JLPN PPR SLCD JAR SLCT 12 OZ,1.19,1.19,,1036,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,HATCH FARMS,,1.19,HATCH NACHO SLCD JAL,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,754500326305,Hy-Vee Clover Honey Bear,5.99,5.99,,1038,,1.0,,,,,,,,,,,,,HY-VEE,,5.99,HYV CLOVER HNY BEAR,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,HYV KETTLE MESQ BBQ,2.39,2.39,,1039,,1.0,,,,,,,,,,,,,HY-VEE,,2.39,HYV KETTLE MESQ BBQ,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,KELL ORIG FRSTD MINI,4.29,4.29,,1040,,1.0,,,,,,,,,,,,,KELLOGG'S,,4.29,KELL ORIG FRSTD MINI,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,SIMPLY HVY DUTY FOIL,2.99,2.99,,1041,,1.0,,,,,,,,,,,,,,,2.99,SIMPLY HVY DUTY FOIL,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,058496723002,WSTMP SS CTSNK RPGBG CHKN 6.3OZ,1.99,1.99,,1042,,1.0,,,,,,,,,550b2565e4b001d5e9e4146f,,,,TEMPTATIONS,,1.99,TEMPT TASTY CHICKEN,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,058449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,3.99,,1045,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,NATURE'S PATH ORGANIC,,3.99,NATURES PATH OF OATS,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,075450093070,Hy-Vee Medium Cheddar Cheese Brick,4.99,4.99,,1049,,1.0,,,,,,,,,,,,,HY-VEE,,4.99,HYV MED CHED BRICK,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,048500256763,DOLE ORANGE PEACH MANGO JUICE VITAMIN C ENRICHED FROM CONCNTRT PSTRZD CARTON 1 CT 59 OZ,1.31,1.31,,1052,,1.0,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DOLE BLENDS MULTI SERVE,5332f5fbe4b03c9a25efd0ba,,,,DOLE,,1.31,DOLE BANANAS,,,,,,,,,,DOLE BLENDS MULTI SERVE
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,4816,Golden Sweet Potato,2.21,2.21,,1054,,1.0,,,,,,,,,,,,,,,2.21,GOLDEN SWT POTATO,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,Green Bell Peppers,0.88,0.88,,1056,,1.0,,,,,,,,,,,,,,,0.88,GREEN BELL PEPPERS,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,4166,Other Sweet Onions,0.91,0.91,,1057,,1.0,,,,,,,,,,,,,,,0.91,SWEET ONIONS,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,075450120400,Hy-Vee Cage Free Omega-3 Grade A Large Brown Eggs,1.99,1.99,,1062,,1.0,,,,,,,,,,,,,HY-VEE,,1.99,HV CAGE FREE LG WHT,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,HYV HALF & HALF,1.84,1.84,,1063,,1.0,,,,,,,,,,,,,HY-VEE,,1.84,HYV HALF & HALF,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,036632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.56,0.56,,1064,,1.0,,,,,,,,YOPLAIT GREEK YOGURT,5332f5f3e4b03c9a25efd0ae,,,,LIGHT & FIT GREEK,,0.56,HYV LF KEY LIME PIE,,,,,True,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,754500797204,Hy-Vee Orange Cream Lowfat Yogurt,0.56,0.56,,1065,,1.0,,,,,,,,,,,,,HY-VEE,,0.56,HYV LF ORANGE CREAM,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,HYV LF VANILLA YOGUR,0.56,0.56,,1066,,1.0,,,,,,,,,,,,,HY-VEE,,0.56,HYV LF VANILLA YOGUR,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,075450085150,Hy-Vee Unsalted Sweet Butter Quarters,3.99,3.99,,1067,,1.0,,,,,,,,,,,,,HY-VEE,,3.99,HYV UNSLTD SWT BTR,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,2% Milk,4.09,4.09,,1068,,1.0,,,,,,,,,,,,,,,4.09,SASSY COW 2% MILK,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,071007023095,EL MNT MLD BF BN GRN CHL BRT KP FRZN BAG 32 OZ,4.99,4.99,,1071,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,EL MONTEREY,,4.99,EL MONT GREEN CHILI,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,072310001459,Bigelow Green Tea Bags with Lemon,3.49,3.49,,1074,,1.0,,,,,,,,LIPTON TEA,5332f5f6e4b03c9a25efd0b4,,,,BIGELOW,LIPTON TEA,3.49,BIGELOW GRN TEA W/LE,,,,,True,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,HYV KETTLE MESQ BBQ,2.39,2.39,,1076,,1.0,,,,,,,,,,,,,HY-VEE,,2.39,HYV KETTLE MESQ BBQ,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,754502285808,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,2.39,2.39,,1077,,1.0,,,,,,,,,,,,,HY-VEE,,2.39,HYV KETTLE PUB MUSTA,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1806.4,202.0,FINISHED,776.79,60023de5fb296c121a81b955,60023e8f0a720f05f300008b,1610759823000,1610759823000,1610760244000.0,1610760290000,1610760244000.0,1609804800000.0,,HYV SELECT WIDE NOOD,2.99,2.99,,1078,,1.0,,,,,,,,,,,,,HY-VEE SELECT,,2.99,HYV SELECT WIDE NOOD,,,,,,,,,,
