createDate_date,dateScanned_date,finishedDate_date,modifyDate_date,pointsAwardedDate_date,purchaseDate_date
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1610915229000,1610915229000,1610916036000.0,1610916077000,1610916036000.0,1609459200000.0
1611001356000,1611001356000,,1611001389000,,1610841600000.0
1611001356000,1611001356000,,1611001389000,,1610841600000.0
1610987021857,1610987021857,,1610987021857,,
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1610918301000,1610918301000,1610918798000.0,1610982060000,1610918798000.0,1610150400000.0
1611003203747,1611003203747,,1611003203747,,
1610740295000,1610740295000,1611001614000.0,1611001626000,1611001614000.0,1610496000000.0
1611090879000,1611090879000,1611090880000.0,1611090880000,1611090880000.0,1611004479000.0
1611088382000,1611088382000,1611088386000.0,1611088386000,1611088386000.0,1610604000000.0
1611088382000,1611088382000,1611088386000.0,1611088386000,1611088386000.0,1610604000000.0
1611088382000,1611088382000,1611088386000.0,1611088386000,1611088386000.0,1610604000000.0
1611088382000,1611088382000,1611088386000.0,1611088386000,1611088386000.0,1610604000000.0
1611088382000,1611088382000,1611088386000.0,1611088386000,1611088386000.0,1610604000000.0
1611090827000,1611090827000,1611090827000.0,1611090827000,1611090827000.0,1611004427000.0
1611088444000,1611088444000,1611088445000.0,1611088445000,1611088445000.0,1611002044000.0
1611090020000,1611090020000,1611090020000.0,1611090020000,1611090020000.0,1611090020000.0
1611090877000,1611090877000,1611090877000.0,1611090877000,1611090877000.0,1610776800000.0
1611090877000,1611090877000,1611090877000.0,1611090877000,1611090877000.0,1610776800000.0
1611090877000,1611090877000,1611090877000.0,1611090877000,1611090877000.0,1610776800000.0
1611090877000,1611090877000,1611090877000.0,1611090877000,1611090877000.0,1610776800000.0
1611090877000,1611090877000,1611090877000.0,1611090877000,1611090877000.0,1610776800000.0
1611089614000,1611089614000,1611089615000.0,1611089615000,1611089615000.0,1611003214000.0
1611088478000,1611088478000,1611088479000.0,1611088479000,1611088479000.0,1611002078000.0
1611090835000,1611090835000,1611090836000.0,1611090836000,1611090836000.0,1611004435000.0
1611089659000,1611089659000,1611089660000.0,1611089660000,1611089660000.0,1611003259000.0
1611088457000,1611088457000,1611088458000.0,1611088458000,1611088458000.0,1610776800000.0
1611088457000,1611088457000,1611088458000.0,1611088458000,1611088458000.0,1610776800000.0
1611088457000,1611088457000,1611088458000.0,1611088458000,1611088458000.0,1610776800000.0
1611088457000,1611088457000,1611088458000.0,1611088458000,1611088458000.0,1610776800000.0
1611088457000,1611088457000,1611088458000.0,1611088458000,1611088458000.0,1610776800000.0
1611090891000,1611090891000,1611090891000.0,1611090891000,1611090891000.0,1611004491000.0
1611088461000,1611088461000,1611088461000.0,1611088461000,1611088461000.0,1611002061000.0
1611090832000,1611090832000,1611090833000.0,1611090833000,1611090833000.0,1609967632000.0
1611090892000,1611090892000,1611090893000.0,1611090893000,1611090893000.0,1610604000000.0
1611090892000,1611090892000,1611090893000.0,1611090893000,1611090893000.0,1610604000000.0
1611090892000,1611090892000,1611090893000.0,1611090893000,1611090893000.0,1610604000000.0
1611090892000,1611090892000,1611090893000.0,1611090893000,1611090893000.0,1610604000000.0
1611090892000,1611090892000,1611090893000.0,1611090893000,1611090893000.0,1610604000000.0
1611089661000,1611089661000,1611089661000.0,1611089661000,1611089661000.0,1611003261000.0
1611068113000,1611068113000,1611068129000.0,1611068131000,1611068129000.0,1610928000000.0
1611068113000,1611068113000,1611068129000.0,1611068131000,1611068129000.0,1610928000000.0
1611068113000,1611068113000,1611068129000.0,1611068131000,1611068129000.0,1610928000000.0
1611068113000,1611068113000,1611068129000.0,1611068131000,1611068129000.0,1610928000000.0
1611068113000,1611068113000,1611068129000.0,1611068131000,1611068129000.0,1610928000000.0
1611089642000,1611089642000,1611089642000.0,1611089642000,1611089642000.0,1611003242000.0
1611089625000,1611089625000,1611089625000.0,1611089625000,1611089625000.0,1611003225000.0
1611089606000,1611089606000,1611089607000.0,1611089607000,1611089607000.0,1609707206000.0
1611089613000,1611089613000,1611089613000.0,1611089613000,1611089613000.0,1610085600000.0
